Squad,League,Avg. Possession,Expected Goals,NP Expected Goals,Expected Assisted Goals,Shots on Target Against,Saves Made,Clean Sheets,GK Post-Shot Expected Goals,GK Passes Attempted > 40 yards,GK Throws Attempted,GK Avg. Length of Passes,GK Goal Kicks Attempted,GK % of Goal Kicks > 40 yards,GK Avg. Length of Goal Kicks,GK # of Def. Actions Outside Box,GK Avg. Distance from Goal of Def. Actions,Total Shots,Shots on Target,Goals per Shot on Target,Avg. Distance from Goal Shooting,Goals Minus Expected Goals,Long Passes Attempted,Medium Passes Attempted,Short Passes Attempted,Total Passes Attempted,Progressive Distance of Passes,Total Distance of Passes,Expected Assists,Key Passes (directly lead to shot),Completed Passes into Final Third,Completed Passes into Box,Completed Crosses into Box,Progressive Passes,Total Passes Completed,Live Ball Passes,Dead Ball Passes,Passes Completed by Defenders into Open Space,Switches > width of 40 yards,Crosses,Corner Kicks,Shot Creating Actions,Live Ball Passes Leading to Shot,Dead Ball Passes Leading to Shot,Dribbles Leading to Shot,Def. Actions Leading to Shot,Goal Creating Actions,# of Players Tackled,Tackles Leading to Possession,Tackles in Def. Third,Tackles in Mid. Third,Tackles in Att. Third,# of Dribblers Tackled,# of Times Dribbled Past + Tackles,# of Times Dribbled Past,# of Shots Blocked,# of Passes Blocked,Interceptions,Tackles + Interceptions,Clearances,Touches,Touches in Own Box,Touches in Def. Third,Touches in Mid. Third,Touches in Att. Third,Touches in Opp. Box,Live Ball Touches,Attempted Dribbles,Miscontrol,Dispossessed,Passes Received,Progressive Passes Received,Fouls Committed,Fouls Drawn,Loose Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,label
Montpellier 2019 - 2020,Ligue 1,47.6,0.928947368,0.823684211,0.610526316,3.473684211,2.578947368,0.210526316,0.865789474,10.39473684,4.526315789,0.889473684,230,56.5,1.171052632,0.736842105,0.397368421,9.157894737,2.947368421,0.007368421,0.505263158,-0.060526316,67.57894737,127.5789474,123.8684211,337.5,2093.473684,4981.631579,0.544736842,6.447368421,22.92105263,4.684210526,1.631578947,22.02631579,255.6052632,298.7105263,37.68421053,0.5,3.868421053,16.15789474,3.421052632,16.15789474,10.71052632,1.842105263,0.605263158,0.605263158,1.5,11.81578947,7.526315789,5.657894737,5,1.157894737,5.710526316,15,9.289473684,2.184210526,3.605263158,8.105263158,19.92105263,13.68421053,417.7368421,43.21052632,134.2105263,194.4473684,93.36842105,12.07894737,417.6052632,11.81578947,12.13157895,5.052631579,252.9736842,21.63157895,11.07894737,10.15789474,42,15.94736842,13.63157895,1
Nantes 2019 - 2020,Ligue 1,48,0.794736842,0.755263158,0.621052632,2.657894737,1.789473684,0.263157895,0.768421053,12.23684211,3.5,0.963157895,198,75.3,1.342105263,0.815789474,0.405263158,8.736842105,2.947368421,0.005,0.528947368,-0.189473684,53.63157895,131.9210526,155.1842105,359.8157895,1799.868421,4790.578947,0.586842105,6.736842105,20.15789474,3.973684211,1,19.15789474,278.3684211,320.7894737,37.86842105,0.447368421,2.684210526,12.21052632,3.947368421,15.5,10.60526316,1.5,1.052631579,0.605263158,1.052631579,14.42105263,9.131578947,6.447368421,6.552631579,1.421052632,6.973684211,14.47368421,7.5,1.894736842,3.815789474,8.026315789,22.44736842,13.47368421,441.8684211,38.42105263,132.5,217.0789474,97.63157895,12.5,441.8157895,14.76315789,12.47368421,8.026315789,275.5526316,18.68421053,9.894736842,8.947368421,43.10526316,12.21052632,13.63157895,1
Nice 2019 - 2020,Ligue 1,54.6,0.939473684,0.839473684,0.655263158,3.605263158,2.631578947,0.105263158,1.144736842,4.526315789,4.078947368,0.655263158,228,28.1,0.789473684,0.447368421,0.339473684,8.789473684,3.289473684,0.007631579,0.497368421,0.139473684,47.10526316,177.6842105,171.3421053,411.6842105,2056.315789,6175.289474,0.542105263,6.394736842,22,4.342105263,1.078947368,23.07894737,352.4736842,375.7105263,35.39473684,0.631578947,3.157894737,10.39473684,3.447368421,15.57894737,10.21052632,1.342105263,1.394736842,0.447368421,1.868421053,12.39473684,7.342105263,6.473684211,4.736842105,1.184210526,5.578947368,13.57894737,8,2.131578947,5.236842105,9.026315789,21.42105263,12.63157895,494.7894737,50.02631579,167.1052632,244.5,88.78947368,11.97368421,494.6578947,16.47368421,12.60526316,7.394736842,349.3421053,22.86842105,7.763157895,9.526315789,37.92105263,7.342105263,7.868421053,3
Nîmes 2019 - 2020,Ligue 1,45,0.794736842,0.755263158,0.584210526,3.342105263,2.210526316,0.184210526,0.942105263,11.84210526,2.210526316,0.986842105,213,76.1,1.365789474,0.815789474,0.405263158,9.342105263,2.763157895,0.006842105,0.510526316,-0.031578947,55.07894737,109.2105263,115.3684211,296.1315789,1643.736842,3957.605263,0.521052632,6.421052632,18.39473684,4.315789474,1.526315789,18.13157895,213.1578947,252.5526316,42.55263158,0.210526316,3.052631579,14.31578947,3.763157895,15.52631579,10.10526316,1.973684211,0.894736842,0.526315789,1.236842105,14.52631579,7.947368421,6.184210526,6.789473684,1.552631579,6.552631579,15.76315789,9.210526316,1.973684211,5.184210526,8.657894737,23.18421053,12.34210526,380.6052632,35.65789474,119.4736842,174.3684211,91.13157895,12.57894737,380.5526316,12.34210526,12.23684211,6.578947368,210.5263158,17.78947368,9.473684211,10.55263158,37.65789474,15.13157895,15.68421053,1
Paris S-G 2019 - 2020,Ligue 1,65.2,1.952631579,1.786842105,1.431578947,2.131578947,1.526315789,0.368421053,0.573684211,2.684210526,2.447368421,0.665789474,165,17.6,0.689473684,0.421052632,0.373684211,11.60526316,4.894736842,0.009210526,0.418421053,-0.084210526,45.13157895,180.0789474,244.1842105,500.2368421,2271,6982.157895,1.297368421,8.710526316,31.44736842,9.973684211,1.421052632,32.76315789,440.1578947,466.3947368,32.34210526,2.342105263,2.973684211,13.68421053,4.763157895,21.05263158,15.78947368,1.105263158,1.631578947,0.605263158,3.289473684,12.73684211,7.763157895,5.026315789,5.789473684,1.921052632,5.026315789,12.44736842,7.421052632,1.5,5.289473684,6.710526316,19.44736842,7.973684211,574.1842105,35.13157895,124.3421053,315.6052632,138.6842105,22.44736842,573.9736842,17.76315789,10.78947368,6.131578947,437.0263158,32.31578947,8.763157895,7.657894737,39.76315789,6.157894737,5.947368421,0
Reims 2019 - 2020,Ligue 1,48.9,0.805263158,0.702631579,0.581578947,2.394736842,1.736842105,0.315789474,0.718421053,9.5,3.605263158,0.865789474,210,48.1,1.113157895,0.526315789,0.321052632,8.763157895,2.289473684,0.006315789,0.507894737,-0.121052632,62.86842105,142.5263158,127.8684211,348.9473684,1793.421053,5182.026316,0.45,6.552631579,18.97368421,4.631578947,1.315789474,19.89473684,271.7105263,309.1578947,38.60526316,0.789473684,3.421052632,14.18421053,3.763157895,15.68421053,11.13157895,1.605263158,0.894736842,0.552631579,1.184210526,12.89473684,8.526315789,6.815789474,4.868421053,1.210526316,4.842105263,10.55263158,5.710526316,1.894736842,4.105263158,8.552631579,21.44736842,13.52631579,429.6052632,43.18421053,157.7368421,189.4736842,87.44736842,12.65789474,429.4736842,13.65789474,12.07894737,6.078947368,268.7368421,19.63157895,10.10526316,10.13157895,38.89473684,11.23684211,13.23684211,1
Rennes 2019 - 2020,Ligue 1,49.6,0.976315789,0.878947368,0.673684211,2.578947368,1.921052632,0.263157895,0.686842105,10.31578947,3.236842105,0.902631579,199,63.3,1.163157895,0.657894737,0.344736842,8.842105263,2.842105263,0.008157895,0.5,-0.002631579,56.57894737,135.8684211,136.0263158,347.3421053,1848.105263,5022.263158,0.547368421,6.342105263,18.63157895,4.289473684,1.526315789,17.84210526,273.3684211,309.2631579,37.02631579,0.631578947,3.157894737,12.57894737,3.263157895,16.05263158,10.92105263,1.052631579,1.342105263,0.578947368,1.605263158,13.18421053,7.789473684,6.605263158,5.394736842,1.184210526,5.736842105,14.02631579,8.289473684,2.526315789,4.763157895,7.157894737,20.34210526,15.63157895,430.5526316,44.05263158,144.6842105,209.8157895,81.31578947,11.84210526,430.4210526,12.84210526,11.44736842,6.921052632,270.5263158,17.44736842,10.18421053,10.63157895,38.47368421,13.02631579,12.23684211,1
Saint-Étienne 2019 - 2020,Ligue 1,48.2,0.826315789,0.726315789,0.531578947,3.289473684,2.105263158,0.131578947,1.057894737,9.868421053,2.736842105,0.934210526,209,57.9,1.123684211,0.526315789,0.342105263,8,2.552631579,0.006315789,0.5,-0.089473684,56.47368421,131.9210526,136.7105263,346.0263158,1737.184211,4726.947368,0.436842105,5.763157895,18.07894737,3.815789474,1.131578947,19.47368421,264.4210526,306.1315789,38.76315789,0.631578947,3.131578947,14.81578947,3.684210526,13.76315789,9.131578947,1.394736842,0.947368421,0.657894737,1.342105263,13.47368421,8.368421053,5.578947368,6.263157895,1.631578947,5.763157895,13.36842105,7.605263158,1.657894737,5.368421053,9.894736842,23.36842105,12.57894737,428.3421053,40.44736842,140.7631579,205.5263158,86.73684211,11.39473684,428.2105263,12.76315789,12.52631579,7.789473684,261.3157895,19.05263158,9.763157895,8.526315789,40.57894737,14,13.84210526,1
Strasbourg 2019 - 2020,Ligue 1,49.6,0.9,0.818421053,0.602631579,2.736842105,1.868421053,0.210526316,0.878947368,12.05263158,2.921052632,1.042105263,201,68.2,1.35,0.236842105,0.289473684,8.5,2.763157895,0.007368421,0.481578947,-0.057894737,67.94736842,128.2105263,119.8947368,337.9473684,1840.684211,5141.394737,0.542105263,6.473684211,19.28947368,5.210526316,1.973684211,19.71052632,264.3157895,302.3157895,34.76315789,0.605263158,5.657894737,15.23684211,3.394736842,14.97368421,11,1.473684211,0.868421053,0.210526316,1.421052632,12.42105263,7.710526316,6.157894737,5.078947368,1.184210526,4.973684211,10.60526316,5.631578947,1.342105263,3.868421053,7.921052632,20.34210526,11.47368421,409.9473684,38.65789474,127,199.1578947,88.73684211,12.28947368,409.8421053,11.21052632,11.57894737,6.710526316,261.2894737,19.44736842,9.657894737,8.184210526,37.94736842,13.47368421,10.5,1
Toulouse 2019 - 2020,Ligue 1,44.2,0.834210526,0.715789474,0.515789474,3.842105263,2.289473684,0.078947368,1.157894737,15.42105263,2.526315789,1.023684211,286,72,1.313157895,0.736842105,0.413157895,8.157894737,2.368421053,0.005,0.486842105,-0.281578947,54.39473684,107.6052632,143.1578947,323.4210526,1730.684211,4196.157895,0.544736842,6.052631579,17.23684211,4.342105263,1.5,17.10526316,245.6052632,285.3157895,37.31578947,0.394736842,1.578947368,14.05263158,3.236842105,14.52631579,9.868421053,1.5,0.842105263,0.657894737,1.052631579,14.44736842,9.105263158,7.105263158,5.973684211,1.368421053,5.789473684,13.36842105,7.578947368,2.026315789,4.605263158,8.421052632,22.86842105,15.57894737,408.3157895,46.36842105,134.9210526,186.6052632,91.36842105,12.84210526,408.1578947,12.39473684,12.5,7.710526316,242.8684211,16.73684211,10.42105263,7.763157895,39.92105263,12.31578947,13.73684211,1
Augsburg 2019 - 2020,Bundesliga,38.6,1.267647059,1.15,0.873529412,4.558823529,2.764705882,0.205882353,1.667647059,18.29411765,4.5,1.132352941,303,64.4,1.458823529,1.323529412,0.447058824,10.52941176,3.794117647,0.009705882,0.555882353,0.055882353,74.85294118,126.7058824,130.7352941,361.3823529,1971.705882,4641,0.673529412,7.529411765,15.94117647,4.970588235,1.558823529,18.35294118,248.2058824,307.6764706,51.32352941,0.529411765,3.470588235,14.08823529,3.911764706,17.55882353,11.32352941,2.058823529,1.205882353,0.558823529,2.029411765,15.70588235,9.235294118,7.970588235,6.323529412,1.411764706,6.470588235,16.55882353,10.08823529,3.617647059,7.029411765,12.76470588,28.47058824,22.88235294,473.8235294,68.82352941,188.9117647,199.0294118,92.70588235,14.76470588,473.6764706,13.91176471,15.05882353,8.941176471,244.0294118,17.97058824,11.11764706,11.29411765,51.91176471,16.02941176,18,1
Bayern Munich 2019 - 2020,Bundesliga,65.1,2.632352941,2.494117647,2.15,3.323529412,2.382352941,0.441176471,1.052941176,8.323529412,6.117647059,0.773529412,190,15.3,0.805882353,3.647058824,0.694117647,17.91176471,7.147058824,0.010882353,0.485294118,0.220588235,92.64705882,284.3235294,297.1176471,713.8823529,3533.205882,10648.17647,2.355882353,14.14705882,50.5,14.64705882,3.529411765,47.11764706,605.4705882,661.3823529,50.20588235,2.029411765,5.294117647,24.97058824,7.058823529,32.55882353,25.08823529,2.117647059,2.058823529,0.647058824,5.117647059,14.70588235,8.617647059,5.294117647,6.529411765,2.882352941,6.205882353,14.79411765,8.588235294,2.323529412,6.205882353,10.02941176,24.73529412,11.23529412,817.1470588,56.82352941,215.0882353,393.1764706,215.4117647,35.47058824,816.9705882,21.79411765,15.11764706,9.088235294,600.5882353,46.44117647,9.470588235,10.44117647,60.26470588,14.05882353,11.85294118,2
Dortmund 2019 - 2020,Bundesliga,60.4,1.794117647,1.75,1.488235294,3,1.882352941,0.441176471,1.114705882,8.647058824,5.764705882,0.876470588,226,31,0.991176471,1.441176471,0.526470588,13,5.529411765,0.012941176,0.491176471,0.676470588,80,264.5,321.7647059,707.9705882,3145.882353,10079.23529,1.364705882,10.52941176,37.32352941,9.058823529,1.205882353,36.70588235,605.9117647,659.4117647,46.91176471,1.852941176,5.529411765,15,5.588235294,23.29411765,17.41176471,1.735294118,1.588235294,0.441176471,4.588235294,15.55882353,9.676470588,7.323529412,6.294117647,1.941176471,6.647058824,14.97058824,8.323529412,2.588235294,7.794117647,11.02941176,26.58823529,13.61764706,809.4411765,57.61764706,231.2352941,399.9705882,184.6176471,24.85294118,809.3823529,22.05882353,14.52941176,10.32352941,601.3823529,36.17647059,8.970588235,9.617647059,56.29411765,10.61764706,10.52941176,2
Düsseldorf 2019 - 2020,Bundesliga,45.6,1.055882353,0.961764706,0.711764706,5.205882353,3.294117647,0.117647059,1.697058824,17.14705882,4.676470588,1.102941176,256,60.9,1.426470588,1.058823529,0.423529412,12.47058824,3.352941176,0.008235294,0.588235294,0.002941176,90.14705882,173.3823529,157.5294118,446,2574.382353,6558.117647,0.7,8.735294118,26.52941176,6.264705882,2.205882353,28.05882353,334.3235294,393.5588235,50.79411765,0.558823529,6.617647059,20.73529412,4.352941176,21.94117647,14.23529412,2.558823529,1.529411765,0.705882353,1.852941176,14.58823529,9.029411765,7.176470588,5.852941176,1.558823529,5.882352941,15.88235294,10,3.088235294,7.205882353,11.05882353,25.64705882,17.94117647,548.5882353,59.94117647,190.4117647,240.1764706,123.4705882,15.91176471,548.4705882,13.32352941,14,8,329.5588235,27.5,11.97058824,12.64705882,51.08823529,17.14705882,19.08823529,3
Eint Frankfurt 2019 - 2020,Bundesliga,50.9,1.75,1.705882353,1.317647059,5.117647059,3.411764706,0.147058824,1.526470588,16.79411765,4.147058824,1.011764706,231,50.2,1.211764706,1.411764706,0.473529412,14.70588235,5,0.009411765,0.491176471,-0.073529412,86,189.8823529,180.1176471,488.2941176,2803.5,6771.823529,1.341176471,11,30.94117647,8.323529412,3.764705882,30.64705882,361.8235294,433.4411765,53.17647059,0.470588235,3.705882353,26.23529412,6.264705882,25.70588235,17.52941176,2.794117647,1.852941176,0.617647059,2.911764706,17.52941176,11.08823529,8.176470588,7.235294118,2.117647059,6.823529412,18.14705882,11.32352941,2.852941176,9,11.05882353,28.58823529,15.29411765,596.2647059,58.64705882,188.9411765,272.1764706,142.2352941,22.17647059,596.2058824,15.29411765,15.38235294,8.852941176,356,30.14705882,12.5,10.82352941,60.20588235,20.55882353,19.55882353,0
Freiburg 2019 - 2020,Bundesliga,48.1,1.373529412,1.235294118,0.970588235,5.617647059,4.235294118,0.205882353,1.564705882,18.17647059,4.970588235,1.017647059,364,65.7,1.538235294,0.676470588,0.382352941,13,4.058823529,0.008823529,0.520588235,-0.020588235,85.08823529,190.0294118,160.0882353,463.5882353,2602.352941,6862,0.920588235,9.5,24.26470588,6.647058824,2.794117647,24.44117647,355.4411765,408.5294118,53.41176471,0.911764706,4.470588235,19.08823529,4.441176471,23.17647059,14.97058824,2.558823529,1.470588235,0.558823529,2.147058824,12.67647059,7.441176471,6.647058824,4.764705882,1.264705882,5.147058824,14.61764706,9.470588235,4.617647059,7.176470588,10.41176471,23.08823529,23.82352941,573.7647059,75.55882353,215.9411765,241.7058824,121.7647059,19.14705882,573.5882353,13.29411765,15.32352941,7.617647059,349.6470588,23.76470588,9.676470588,12.85294118,47.94117647,18.70588235,19.79411765,0
Hertha BSC 2019 - 2020,Bundesliga,44.7,1.267647059,1.197058824,0.961764706,5.088235294,3.411764706,0.264705882,1.485294118,19.73529412,4.088235294,1.144117647,273,73.3,1.494117647,0.852941176,0.379411765,10.5,3.5,0.010294118,0.520588235,0.055882353,86.47058824,175.2941176,152.5882353,440.0294118,2526.470588,6598.735294,0.852941176,7.941176471,22.58823529,5.441176471,2.029411765,24.17647059,334.1470588,389.6764706,48.67647059,0.382352941,5.411764706,15.5,3.676470588,18.79411765,12.88235294,1.823529412,1.323529412,0.617647059,2.441176471,16.32352941,10,8.294117647,6.5,1.529411765,6.117647059,15.32352941,9.205882353,3.823529412,8.941176471,12.05882353,28.38235294,23.35294118,553.0588235,66.20588235,194.5588235,263.5882353,101.4117647,15.23529412,552.9705882,15.47058824,15.26470588,10.23529412,329.7058824,23.70588235,13.67647059,10.29411765,50.73529412,17.97058824,15.58823529,3
Hoffenheim 2019 - 2020,Bundesliga,51.6,1.65,1.558823529,1.182352941,4.911764706,3.352941176,0.235294118,1.608823529,12.85294118,5.882352941,0.882352941,292,37,1.023529412,1.117647059,0.429411765,13.14705882,4.529411765,0.009411765,0.502941176,-0.120588235,78.17647059,209.5294118,210.2058824,527.4117647,2809.647059,7516.5,1.005882353,10.14705882,27.20588235,7.529411765,2.205882353,28.64705882,423.2941176,474.8823529,50.73529412,1.176470588,2.617647059,17.02941176,5.117647059,23.44117647,15.73529412,2.411764706,1.617647059,0.470588235,2.705882353,15.55882353,9.088235294,8.323529412,5.764705882,1.470588235,7.029411765,17,9.970588235,3.558823529,7.735294118,10.26470588,25.82352941,21.14705882,641.0294118,73.76470588,238.2647059,290.3529412,118.3235294,20.67647059,640.9117647,15.05882353,14.05882353,9.529411765,418.3823529,28.17647059,11.26470588,12.23529412,49,16.58823529,15.91176471,0
Köln 2019 - 2020,Bundesliga,46.7,1.438235294,1.361764706,1.047058824,4.588235294,2.558823529,0.176470588,1.611764706,16.23529412,3.029411765,1.114705882,297,44.8,1.129411765,0.676470588,0.347058824,12.14705882,4.323529412,0.009705882,0.494117647,0.032352941,88.97058824,175.6764706,152.1176471,444.3529412,2661.058824,6460,0.979411765,9.088235294,23.70588235,7.323529412,2.823529412,26.55882353,329.2647059,389.6470588,52.5,0.970588235,3.117647059,20.82352941,5.147058824,21.26470588,14.44117647,2.147058824,1.294117647,0.676470588,2.441176471,17.94117647,12.17647059,8.617647059,7.588235294,1.735294118,7.323529412,18.29411765,10.97058824,2.852941176,8.823529412,12.79411765,30.73529412,20.02941176,558.5294118,63.97058824,195.3235294,252.6764706,116.4411765,18.17647059,558.4117647,13.23529412,16.76470588,8.794117647,324.6176471,25.70588235,14.32352941,12.82352941,57.29411765,21.02941176,19.64705882,3
Leverkusen 2019 - 2020,Bundesliga,63.2,1.738235294,1.691176471,1.429411765,4.205882353,2.911764706,0.294117647,1.414705882,14.64705882,6,0.95,232,35.8,1.055882353,1.617647059,0.491176471,14.47058824,5.352941176,0.008823529,0.491176471,-0.061764706,89.11764706,264.3529412,280.0588235,675.1176471,3221.5,9741.294118,1.320588235,11.58823529,32.52941176,7.441176471,1.617647059,33.08823529,560.0588235,620,52.41176471,1.176470588,3.647058824,20.97058824,6.323529412,25.05882353,17.82352941,2.676470588,1.705882353,0.558823529,3.088235294,16.38235294,10.38235294,7.029411765,7.176470588,2.176470588,7.735294118,17.64705882,9.911764706,2.088235294,8.647058824,9.794117647,26.17647059,14.58823529,786.2058824,66.26470588,225.9705882,411.9411765,155.0882353,24.5,786.1470588,20.88235294,17.64705882,10.58823529,554.7058824,32.5,11.58823529,10.85294118,59.85294118,15.23529412,14.41176471,2
M'Gladbach 2019 - 2020,Bundesliga,52.4,2.117647059,1.976470588,1.576470588,4.647058824,3.441176471,0.205882353,1.397058824,12.29411765,4.970588235,0.876470588,282,33.3,1.017647059,1.441176471,0.497058824,13.97058824,5.5,0.009411765,0.5,-0.235294118,75.85294118,209.4117647,209.7058824,528.6470588,2783.529412,7448.852941,1.314705882,10.38235294,27.64705882,8.147058824,1.617647059,30.73529412,421.2058824,474.3235294,51.64705882,1.529411765,3.147058824,16.76470588,5.058823529,24.44117647,17.20588235,1.911764706,1.647058824,0.647058824,3.323529412,16.23529412,9.470588235,7.470588235,6.323529412,2.441176471,6.705882353,17.23529412,10.52941176,3.117647059,8.588235294,11.20588235,27.44117647,17.52941176,637.5,67.14705882,225.3823529,287.7352941,131.7352941,22.61764706,637.3235294,18.76470588,14.44117647,9.441176471,415.8235294,29.91176471,12.47058824,13.11764706,55.29411765,16.05882353,16.29411765,0
Mainz 05 2019 - 2020,Bundesliga,43.2,1.417647059,1.347058824,1.1,5.323529412,3.382352941,0.147058824,1.732352941,16.97058824,6.617647059,1.029411765,315,62.9,1.417647059,1.029411765,0.426470588,13.23529412,4.088235294,0.008235294,0.555882353,-0.182352941,78.35294118,151.7647059,153.9117647,411.6764706,2330.470588,5594.5,0.964705882,10,23.79411765,6.764705882,1.911764706,26.29411765,301.3235294,357.4411765,52.17647059,1.117647059,3.176470588,18.08823529,5.117647059,23.23529412,15.94117647,2.323529412,1.882352941,0.617647059,2.235294118,16.94117647,9.735294118,8.235294118,6.852941176,1.852941176,6.617647059,15.94117647,9.323529412,3.235294118,8.617647059,10.67647059,27.61764706,21.29411765,531.8823529,65.26470588,186.0588235,232.1764706,120.9705882,18.52941176,531.7941176,18.05882353,17.64705882,10.17647059,296.3823529,25.55882353,13.58823529,11.79411765,52.5,17.91176471,19.67647059,1
Paderborn 07 2019 - 2020,Bundesliga,45.9,1.152941176,1.061764706,0.788235294,5.441176471,3.294117647,0.147058824,1.785294118,10.55882353,6.617647059,0.864705882,281,26.3,0.879411765,0.794117647,0.4,12.55882353,3.647058824,0.008235294,0.579411765,-0.064705882,79.58823529,174.2941176,159.6176471,446.2352941,2471.470588,6345.323529,0.658823529,8.970588235,22.11764706,4.088235294,1.352941176,22.70588235,338.2941176,389.3235294,55.08823529,0.617647059,5.058823529,16.82352941,5.176470588,21.5,14.02941176,2.205882353,1.764705882,0.882352941,1.823529412,18.58823529,11.76470588,10.41176471,6.5,1.676470588,8.852941176,21.23529412,12.38235294,3.264705882,9.529411765,10.70588235,29.29411765,21.97058824,569.6470588,73.20588235,230.5588235,235.3529412,111.7941176,16.14705882,569.5294118,20.26470588,19.26470588,10.64705882,332.9705882,21.91176471,12.52941176,10.52941176,52.85294118,13.58823529,16.58823529,3
RB Leipzig 2019 - 2020,Bundesliga,55.3,2.097058824,1.988235294,1.6,3.558823529,2.470588235,0.294117647,1.117647059,10.17647059,5.735294118,0.870588235,237,32.5,0.988235294,2.088235294,0.541176471,16.02941176,6.058823529,0.010882353,0.5,0.285294118,72.05882353,217.5294118,251.7647059,590.0882353,2934.617647,7924.647059,1.502941176,12.58823529,37.14705882,9.970588235,1.970588235,39.41176471,477.6764706,537.7941176,50,1.411764706,3.441176471,18.47058824,5.529411765,28.97058824,21.20588235,2.147058824,1.882352941,0.705882353,4.147058824,18.11764706,10.61764706,8.235294118,7.382352941,2.5,7.588235294,18.35294118,10.76470588,2.529411765,9.147058824,10.70588235,28.82352941,17.94117647,704.5,61.11764706,197.4411765,348.0294118,165.8529412,26.85294118,704.3529412,18.32352941,16.47058824,9.411764706,472.4705882,38.64705882,10.97058824,10.88235294,59.73529412,15.23529412,14.23529412,0
Schalke 04 2019 - 2020,Bundesliga,49,1.111764706,1.064705882,0.75,5.088235294,3.441176471,0.205882353,1.597058824,16.14705882,4.058823529,1.020588235,267,59.2,1.335294118,0.911764706,0.397058824,11.26470588,3.647058824,0.007941176,0.544117647,-0.082352941,80.02941176,177.0294118,174.4705882,463.2941176,2398.647059,6461.294118,0.758823529,8.058823529,24.55882353,6.235294118,1.058823529,26.97058824,353.3529412,409.0882353,51.82352941,0.970588235,3.088235294,13.88235294,4.470588235,18.88235294,12.52941176,2.029411765,1.294117647,0.705882353,1.705882353,17.32352941,10.61764706,7.882352941,7.117647059,2.323529412,7.5,18.38235294,10.88235294,3.470588235,10.47058824,11.97058824,29.29411765,19.29411765,582.2647059,66.20588235,198.5,264.5,127.1176471,17.41176471,582.2058824,20.20588235,18.38235294,12.26470588,348.6764706,26.61764706,11.76470588,11.17647059,56.67647059,18.44117647,18.58823529,3
Union Berlin 2019 - 2020,Bundesliga,41.9,1.217647059,1.105882353,0.823529412,4.911764706,3.205882353,0.235294118,1.526470588,24.73529412,3.588235294,1.226470588,276,80.4,1.661764706,1.117647059,0.397058824,11.67647059,3.823529412,0.007647059,0.529411765,-0.1,84.82352941,139.1764706,144.9411765,401.8823529,2461.941176,5270.323529,0.841176471,8.176470588,22.82352941,5.352941176,2.294117647,21.11764706,277.9705882,348.8529412,51.14705882,0.382352941,1.382352941,18.47058824,4.029411765,19.44117647,12.26470588,2.470588235,1.147058824,0.705882353,1.970588235,16.17647059,9.470588235,7.794117647,6.470588235,1.911764706,6.264705882,16.61764706,10.35294118,3.647058824,8,12.38235294,28.55882353,22.79411765,518,62.85294118,189.7058824,221.9117647,112.5882353,16.20588235,517.8529412,13.41176471,14.97058824,7.294117647,272.7058824,20.29411765,15.38235294,11,54.35294118,26.70588235,24.55882353,1
Werder Bremen 2019 - 2020,Bundesliga,48.8,1.158823529,1.020588235,0.758823529,5.117647059,3.176470588,0.117647059,1.485294118,14.88235294,4.705882353,1.029411765,307,52.1,1.226470588,0.911764706,0.408823529,12.32352941,3.911764706,0.008235294,0.55,0.017647059,75.14705882,188.5294118,197.7058824,492.0294118,2595.294118,6752.441176,0.882352941,9.411764706,27.14705882,6.970588235,1.970588235,30.11764706,379.2058824,436.1764706,54.29411765,0.5,2.970588235,17.67647059,4.705882353,22.17647059,15.47058824,1.970588235,1.294117647,0.823529412,2.029411765,16.17647059,10.14705882,8.382352941,5.852941176,1.941176471,6.352941176,16.85294118,10.5,3.617647059,7.235294118,12.44117647,28.61764706,22.79411765,603.9705882,67.02941176,198.1764706,287.4705882,124.2352941,18.61764706,603.7941176,13.82352941,16.23529412,9.588235294,375.3235294,29.76470588,13.55882353,13.23529412,50.67647059,16.70588235,19.58823529,0
Wolfsburg 2019 - 2020,Bundesliga,48.4,1.552941176,1.461764706,1.114705882,4.176470588,2.852941176,0.235294118,1.344117647,15.88235294,4.676470588,1.05,240,56.3,1.323529412,1.352941176,0.485294118,13.85294118,4.5,0.008529412,0.529411765,-0.141176471,87.5,179.5588235,161.8235294,461.0882353,2586.558824,6541.323529,1.041176471,10.20588235,26,7,1.970588235,29.26470588,341.4705882,405.8529412,53.11764706,1.088235294,4.058823529,19.14705882,4.911764706,24,15.61764706,2.764705882,1.441176471,0.764705882,2.382352941,17.58823529,10.67647059,8.147058824,7.264705882,2.176470588,7.088235294,17.32352941,10.23529412,2.558823529,8.558823529,11.08823529,28.67647059,19.08823529,575.4117647,58.14705882,184.3529412,262.8823529,134.8823529,20.02941176,575.2941176,18,16.02941176,10.97058824,337.1470588,28.64705882,14.41176471,11.73529412,58.79411765,18.94117647,17.61764706,3
